"subject_no" "activity" "variable" "average"
"3764" 16 "WALKING_UPSTAIRS" "tBodyAccmean()Y" -0.0143654945011765
"3765" 16 "WALKING_UPSTAIRS" "tBodyAccmean()Z" -0.124074517745098
"3766" 16 "WALKING_UPSTAIRS" "tBodyAccstd()X" -0.397083831568627
"3767" 16 "WALKING_UPSTAIRS" "tBodyAccstd()Y" -0.163732745078431
"3768" 16 "WALKING_UPSTAIRS" "tBodyAccstd()Z" -0.129283825721569
"3769" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkMagmean()" -0.737705162156863
"3770" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkMagstd()" -0.797293228431373
"3771" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()X" -0.140908293613922
"3772" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()Y" -0.0296211298558824
"3773" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkmean()Z" -0.035416300054902
"3774" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()X" -0.707264168627451
"3775" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()Y" -0.77471906627451
"3776" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkstd()Z" -0.717101021960784
"3777" 16 "WALKING_UPSTAIRS" "tBodyGyroMagmean()" -0.308260568039216
"3778" 16 "WALKING_UPSTAIRS" "tBodyGyroMagstd()" -0.518189646470588
"3779" 16 "WALKING_UPSTAIRS" "tBodyGyromean()X" 0.0718408878078431
"3780" 16 "WALKING_UPSTAIRS" "tBodyGyromean()Y" -0.0486136789705882
"3781" 16 "WALKING_UPSTAIRS" "tBodyGyromean()Z" -0.00779288021764706
"3782" 16 "WALKING_UPSTAIRS" "tBodyGyrostd()X" -0.508087166666667
"3783" 16 "WALKING_UPSTAIRS" "tBodyGyrostd()Y" -0.58638289372549
"3784" 16 "WALKING_UPSTAIRS" "tBodyGyrostd()Z" -0.365025170078431
"3785" 16 "WALKING_UPSTAIRS" "tGravityAccMagmean()" -0.233990331568627
"3786" 16 "WALKING_UPSTAIRS" "tGravityAccMagstd()" -0.334795080196078
"3787" 16 "WALKING_UPSTAIRS" "tGravityAccmean()X" 0.826874282745098
"3788" 16 "WALKING_UPSTAIRS" "tGravityAccmean()Y" -0.0805926025490196
"3789" 16 "WALKING_UPSTAIRS" "tGravityAccmean()Z" -0.379059698039216
"3790" 16 "WALKING_UPSTAIRS" "tGravityAccstd()X" -0.948413552745098
"3791" 16 "WALKING_UPSTAIRS" "tGravityAccstd()Y" -0.933657461176471
"3792" 16 "WALKING_UPSTAIRS" "tGravityAccstd()Z" -0.907649558823529
"3793" 17 "LAYING" "fBodyAccJerkmean()X" -0.98147206915493
"3794" 17 "LAYING" "fBodyAccJerkmean()Y" -0.977212387746479
"3795" 17 "LAYING" "fBodyAccJerkmean()Z" -0.98038005915493
"3796" 17 "LAYING" "fBodyAccJerkmeanFreq()X" 0.188447976580282
"3797" 17 "LAYING" "fBodyAccJerkmeanFreq()Y" 0.0279305879725352
"3798" 17 "LAYING" "fBodyAccJerkmeanFreq()Z" 0.0265752327492958
"3799" 17 "LAYING" "fBodyAccJerkstd()X" -0.983213244366197
"3800" 17 "LAYING" "fBodyAccJerkstd()Y" -0.978343915774648
"3801" 17 "LAYING" "fBodyAccJerkstd()Z" -0.983854158873239
"3802" 17 "LAYING" "fBodyAccMagmean()" -0.961046326338028
"3803" 17 "LAYING" "fBodyAccMagmeanFreq()" -0.0494678208816901
"3804" 17 "LAYING" "fBodyAccMagstd()" -0.949042531690141
"3805" 17 "LAYING" "fBodyAccmean()X" -0.974359280140845
"3806" 17 "LAYING" "fBodyAccmean()Y" -0.954648102253521
"3807" 17 "LAYING" "fBodyAccmean()Z" -0.965406091549296
"3808" 17 "LAYING" "fBodyAccmeanFreq()X" -0.115141826580282
"3809" 17 "LAYING" "fBodyAccmeanFreq()Y" 0.0546075608732394
"3810" 17 "LAYING" "fBodyAccmeanFreq()Z" 0.0834467170676056
"3811" 17 "LAYING" "fBodyAccstd()X" -0.972438525352113
"3812" 17 "LAYING" "fBodyAccstd()Y" -0.942791615915493
"3813" 17 "LAYING" "fBodyAccstd()Z" -0.950116956478873
"3814" 17 "LAYING" "fBodyBodyAccJerkMagmean()" -0.979687318732394
"3815" 17 "LAYING" "fBodyBodyAccJerkMagmeanFreq()" 0.374273668633803
"3816" 17 "LAYING" "fBodyBodyAccJerkMagstd()" -0.979657231408451
"3817" 17 "LAYING" "fBodyBodyGyroJerkMagmean()" -0.982765526478873
"3818" 17 "LAYING" "fBodyBodyGyroJerkMagmeanFreq()" 0.242850862323944
"3819" 17 "LAYING" "fBodyBodyGyroJerkMagstd()" -0.981983437605634
"3820" 17 "LAYING" "fBodyBodyGyroMagmean()" -0.969014444788732
"3821" 17 "LAYING" "fBodyBodyGyroMagmeanFreq()" -0.0465567390414085
"3822" 17 "LAYING" "fBodyBodyGyroMagstd()" -0.96002383915493
"3823" 17 "LAYING" "fBodyGyromean()X" -0.971949211126761
"3824" 17 "LAYING" "fBodyGyromean()Y" -0.973669098591549
"3825" 17 "LAYING" "fBodyGyromean()Z" -0.976164852112676
"3826" 17 "LAYING" "fBodyGyromeanFreq()X" 0.00656792310211268
"3827" 17 "LAYING" "fBodyGyromeanFreq()Y" 0.0154847631971831
"3828" 17 "LAYING" "fBodyGyromeanFreq()Z" 0.131970584167183
"3829" 17 "LAYING" "fBodyGyrostd()X" -0.977203498309859
"3830" 17 "LAYING" "fBodyGyrostd()Y" -0.970627806901408
"3831" 17 "LAYING" "fBodyGyrostd()Z" -0.978357126056338
"3832" 17 "LAYING" "tBodyAccJerkMagmean()" -0.981607627887324
"3833" 17 "LAYING" "tBodyAccJerkMagstd()" -0.980126745352113
"3834" 17 "LAYING" "tBodyAccJerkmean()X" 0.077908974656338
"3835" 17 "LAYING" "tBodyAccJerkmean()Y" 0.00706867100408451
"3836" 17 "LAYING" "tBodyAccJerkmean()Z" -0.000143542544507042
"3837" 17 "LAYING" "tBodyAccJerkstd()X" -0.981489017183099
"3838" 17 "LAYING" "tBodyAccJerkstd()Y" -0.976960542816901
"3839" 17 "LAYING" "tBodyAccJerkstd()Z" -0.98281300056338
"3840" 17 "LAYING" "tBodyAccMagmean()" -0.953021411126761
"3841" 17 "LAYING" "tBodyAccMagstd()" -0.948257993521127
"3842" 17 "LAYING" "tBodyAccmean()X" 0.269780085577465
"3843" 17 "LAYING" "tBodyAccmean()Y" -0.0168462006729577
"3844" 17 "LAYING" "tBodyAccmean()Z" -0.107006279704225
"3845" 17 "LAYING" "tBodyAccstd()X" -0.972960567323944
"3846" 17 "LAYING" "tBodyAccstd()Y" -0.944792875211268
"3847" 17 "LAYING" "tBodyAccstd()Z" -0.953476700140845
"3848" 17 "LAYING" "tBodyGyroJerkMagmean()" -0.985542411126761
"3849" 17 "LAYING" "tBodyGyroJerkMagstd()" -0.982038121126761
"3850" 17 "LAYING" "tBodyGyroJerkmean()X" -0.102049763957746
"3851" 17 "LAYING" "tBodyGyroJerkmean()Y" -0.0361961143943662
"3852" 17 "LAYING" "tBodyGyroJerkmean()Z" -0.0604927046338028
"3853" 17 "LAYING" "tBodyGyroJerkstd()X" -0.980792372112676
"3854" 17 "LAYING" "tBodyGyroJerkstd()Y" -0.983135596619718
"3855" 17 "LAYING" "tBodyGyroJerkstd()Z" -0.988221713380282
"3856" 17 "LAYING" "tBodyGyroMagmean()" -0.960733121690141
"3857" 17 "LAYING" "tBodyGyroMagstd()" -0.959325498732394
"3858" 17 "LAYING" "tBodyGyromean()X" -0.0234756467113239
"3859" 17 "LAYING" "tBodyGyromean()Y" -0.0944580192535211
"3860" 17 "LAYING" "tBodyGyromean()Z" 0.111440490309859
"3861" 17 "LAYING" "tBodyGyrostd()X" -0.975893061830986
"3862" 17 "LAYING" "tBodyGyrostd()Y" -0.971484336197183
"3863" 17 "LAYING" "tBodyGyrostd()Z" -0.976200771267606
"3864" 17 "LAYING" "tGravityAccMagmean()" -0.953021411126761
"3865" 17 "LAYING" "tGravityAccMagstd()" -0.948257993521127
"3866" 17 "LAYING" "tGravityAccmean()X" -0.19913309
"3867" 17 "LAYING" "tGravityAccmean()Y" 0.658792072253521
"3868" 17 "LAYING" "tGravityAccmean()Z" 0.722657502112676
"3869" 17 "LAYING" "tGravityAccstd()X" -0.961063222394366
"3870" 17 "LAYING" "tGravityAccstd()Y" -0.961466681267606
"3871" 17 "LAYING" "tGravityAccstd()Z" -0.957164565211268
"3872" 17 "SITTING" "fBodyAccJerkmean()X" -0.99454262109375
"3873" 17 "SITTING" "fBodyAccJerkmean()Y" -0.9883274196875
"3874" 17 "SITTING" "fBodyAccJerkmean()Z" -0.9888280653125
"3875" 17 "SITTING" "fBodyAccJerkmeanFreq()X" 0.232009757914063
"3876" 17 "SITTING" "fBodyAccJerkmeanFreq()Y" 0.0885338998796875
"3877" 17 "SITTING" "fBodyAccJerkmeanFreq()Z" 0.099508166859375
"3878" 17 "SITTING" "fBodyAccJerkstd()X" -0.9946131621875
"3879" 17 "SITTING" "fBodyAccJerkstd()Y" -0.98991581109375
"3880" 17 "SITTING" "fBodyAccJerkstd()Z" -0.99081824828125
"3881" 17 "SITTING" "fBodyAccMagmean()" -0.973626755
"3882" 17 "SITTING" "fBodyAccMagmeanFreq()" 0.126009669051562
"3883" 17 "SITTING" "fBodyAccMagstd()" -0.9653996796875
"3884" 17 "SITTING" "fBodyAccmean()X" -0.9939693815625
"3885" 17 "SITTING" "fBodyAccmean()Y" -0.96992798921875
"3886" 17 "SITTING" "fBodyAccmean()Z" -0.97484160453125
"3887" 17 "SITTING" "fBodyAccmeanFreq()X" 0.0284866289765625
"3888" 17 "SITTING" "fBodyAccmeanFreq()Y" 0.135749049678125
"3889" 17 "SITTING" "fBodyAccmeanFreq()Z" 0.183913630364062
"3890" 17 "SITTING" "fBodyAccstd()X" -0.99465731359375
"3891" 17 "SITTING" "fBodyAccstd()Y" -0.959789141875
"3892" 17 "SITTING" "fBodyAccstd()Z" -0.96292107328125
"3893" 17 "SITTING" "fBodyBodyAccJerkMagmean()" -0.99142725046875
"3894" 17 "SITTING" "fBodyBodyAccJerkMagmeanFreq()" 0.38152125453125
"3895" 17 "SITTING" "fBodyBodyAccJerkMagstd()" -0.99031962640625
"3896" 17 "SITTING" "fBodyBodyGyroJerkMagmean()" -0.995204564375
"3897" 17 "SITTING" "fBodyBodyGyroJerkMagmeanFreq()" 0.3586823609625
"3898" 17 "SITTING" "fBodyBodyGyroJerkMagstd()" -0.99362452375
"3899" 17 "SITTING" "fBodyBodyGyroMagmean()" -0.98336929234375
"3900" 17 "SITTING" "fBodyBodyGyroMagmeanFreq()" -0.0181759388351563
"3901" 17 "SITTING" "fBodyBodyGyroMagstd()" -0.97471085296875
"3902" 17 "SITTING" "fBodyGyromean()X" -0.98841106765625
"3903" 17 "SITTING" "fBodyGyromean()Y" -0.98879397953125
"3904" 17 "SITTING" "fBodyGyromean()Z" -0.98161709828125
"3905" 17 "SITTING" "fBodyGyromeanFreq()X" 0.167684958779688
"3906" 17 "SITTING" "fBodyGyromeanFreq()Y" -0.148799346228125
"3907" 17 "SITTING" "fBodyGyromeanFreq()Z" 0.123430240928125
"3908" 17 "SITTING" "fBodyGyrostd()X" -0.99004126046875
"3909" 17 "SITTING" "fBodyGyrostd()Y" -0.984813098125
"3910" 17 "SITTING" "fBodyGyrostd()Z" -0.9809696453125
"3911" 17 "SITTING" "tBodyAccJerkMagmean()" -0.99281471515625
"3912" 17 "SITTING" "tBodyAccJerkMagstd()" -0.99144649921875
"3913" 17 "SITTING" "tBodyAccJerkmean()X" 0.075070986171875
"3914" 17 "SITTING" "tBodyAccJerkmean()Y" 0.0056097104915625
"3915" 17 "SITTING" "tBodyAccJerkmean()Z" -0.0015544841534375
"3916" 17 "SITTING" "tBodyAccJerkstd()X" -0.99434060296875
"3917" 17 "SITTING" "tBodyAccJerkstd()Y" -0.98863700234375
"3918" 17 "SITTING" "tBodyAccJerkstd()Z" -0.990529261875
"3919" 17 "SITTING" "tBodyAccMagmean()" -0.97274734640625
"3920" 17 "SITTING" "tBodyAccMagstd()" -0.96506519109375
"3921" 17 "SITTING" "tBodyAccmean()X" 0.2773570196875
"3922" 17 "SITTING" "tBodyAccmean()Y" -0.014156274084375
"3923" 17 "SITTING" "tBodyAccmean()Z" -0.11362408509375
"3924" 17 "SITTING" "tBodyAccstd()X" -0.9944439053125
"3925" 17 "SITTING" "tBodyAccstd()Y" -0.96185862984375
"3926" 17 "SITTING" "tBodyAccstd()Z" -0.96572919578125
"3927" 17 "SITTING" "tBodyGyroJerkMagmean()" -0.996334795
"3928" 17 "SITTING" "tBodyGyroJerkMagstd()" -0.994446755625
"3929" 17 "SITTING" "tBodyGyroJerkmean()X" -0.094247696875
"3930" 17 "SITTING" "tBodyGyroJerkmean()Y" -0.0411134199378125
"3931" 17 "SITTING" "tBodyGyroJerkmean()Z" -0.051090324421875
"3932" 17 "SITTING" "tBodyGyroJerkstd()X" -0.9952559371875
"3933" 17 "SITTING" "tBodyGyroJerkstd()Y" -0.9949818809375
"3934" 17 "SITTING" "tBodyGyroJerkstd()Z" -0.9938412575
"3935" 17 "SITTING" "tBodyGyroMagmean()" -0.967177744375
"3936" 17 "SITTING" "tBodyGyroMagstd()" -0.97541025484375
"3937" 17 "SITTING" "tBodyGyromean()X" -0.042549159015625
"3938" 17 "SITTING" "tBodyGyromean()Y" -0.0669245931234375
"3939" 17 "SITTING" "tBodyGyromean()Z" 0.0860053803375
"3940" 17 "SITTING" "tBodyGyrostd()X" -0.98963832578125
"3941" 17 "SITTING" "tBodyGyrostd()Y" -0.98612868078125
"3942" 17 "SITTING" "tBodyGyrostd()Z" -0.9797052259375
"3943" 17 "SITTING" "tGravityAccMagmean()" -0.97274734640625
"3944" 17 "SITTING" "tGravityAccMagstd()" -0.96506519109375
"3945" 17 "SITTING" "tGravityAccmean()X" 0.94488374765625
"3946" 17 "SITTING" "tGravityAccmean()Y" -0.002814673171875
"3947" 17 "SITTING" "tGravityAccmean()Z" -0.135803881679687
"3948" 17 "SITTING" "tGravityAccstd()X" -0.99019661703125
"3949" 17 "SITTING" "tGravityAccstd()Y" -0.9667201059375
"3950" 17 "SITTING" "tGravityAccstd()Z" -0.9566106440625
"3951" 17 "STANDING" "fBodyAccJerkmean()X" -0.992129225769231
"3952" 17 "STANDING" "fBodyAccJerkmean()Y" -0.986278342435897
"3953" 17 "STANDING" "fBodyAccJerkmean()Z" -0.989563633076923
"3954" 17 "STANDING" "fBodyAccJerkmeanFreq()X" 0.257118196283333
"3955" 17 "STANDING" "fBodyAccJerkmeanFreq()Y" 0.0739987319439744
"3956" 17 "STANDING" "fBodyAccJerkmeanFreq()Z" 0.0847226210125641
"3957" 17 "STANDING" "fBodyAccJerkstd()X" -0.992775377692308
"3958" 17 "STANDING" "fBodyAccJerkstd()Y" -0.988200349487179
"3959" 17 "STANDING" "fBodyAccJerkstd()Z" -0.991450377692308
"3960" 17 "STANDING" "fBodyAccMagmean()" -0.980967748205128
"3961" 17 "STANDING" "fBodyAccMagmeanFreq()" 0.119058407512821
"3962" 17 "STANDING" "fBodyAccMagstd()" -0.975504840641026
"3963" 17 "STANDING" "fBodyAccmean()X" -0.990927533846154
"3964" 17 "STANDING" "fBodyAccmean()Y" -0.97417056948718
"3965" 17 "STANDING" "fBodyAccmean()Z" -0.980231575769231
"3966" 17 "STANDING" "fBodyAccmeanFreq()X" -0.0325532545820513
"3967" 17 "STANDING" "fBodyAccmeanFreq()Y" 0.0455207736730769
"3968" 17 "STANDING" "fBodyAccmeanFreq()Z" 0.107584733661538
"3969" 17 "STANDING" "fBodyAccstd()X" -0.991318528333333
"3970" 17 "STANDING" "fBodyAccstd()Y" -0.966427323846154
"3971" 17 "STANDING" "fBodyAccstd()Z" -0.966999000897436
"3972" 17 "STANDING" "fBodyBodyAccJerkMagmean()" -0.990162798846154
"3973" 17 "STANDING" "fBodyBodyAccJerkMagmeanFreq()" 0.426849040797436
"3974" 17 "STANDING" "fBodyBodyAccJerkMagstd()" -0.989472086666667
"3975" 17 "STANDING" "fBodyBodyGyroJerkMagmean()" -0.992723939358974
"3976" 17 "STANDING" "fBodyBodyGyroJerkMagmeanFreq()" 0.314617814282051
"3977" 17 "STANDING" "fBodyBodyGyroJerkMagstd()" -0.992177303589744
"3978" 17 "STANDING" "fBodyBodyGyroMagmean()" -0.984291131538461
"3979" 17 "STANDING" "fBodyBodyGyroMagmeanFreq()" -0.115635141833333
"3980" 17 "STANDING" "fBodyBodyGyroMagstd()" -0.977263418717949
"3981" 17 "STANDING" "fBodyGyromean()X" -0.980696264102564
"3982" 17 "STANDING" "fBodyGyromean()Y" -0.987334041282051
"3983" 17 "STANDING" "fBodyGyromean()Z" -0.985954978205128
"3984" 17 "STANDING" "fBodyGyromeanFreq()X" -0.139034612666154
"3985" 17 "STANDING" "fBodyGyromeanFreq()Y" -0.162736719461538
"3986" 17 "STANDING" "fBodyGyromeanFreq()Z" 0.0601796814102564
"3987" 17 "STANDING" "fBodyGyrostd()X" -0.981791318076923
"3988" 17 "STANDING" "fBodyGyrostd()Y" -0.983946584871795
"3989" 17 "STANDING" "fBodyGyrostd()Z" -0.986725274871795
"3990" 17 "STANDING" "tBodyAccJerkMagmean()" -0.991742753589744
"3991" 17 "STANDING" "tBodyAccJerkMagstd()" -0.990363248205128
"3992" 17 "STANDING" "tBodyAccJerkmean()X" 0.0740864955641026
"3993" 17 "STANDING" "tBodyAccJerkmean()Y" 0.00657853452564103
"3994" 17 "STANDING" "tBodyAccJerkmean()Z" -0.00403599594166667
"3995" 17 "STANDING" "tBodyAccJerkstd()X" -0.992094005512821
"3996" 17 "STANDING" "tBodyAccJerkstd()Y" -0.98666125974359
"3997" 17 "STANDING" "tBodyAccJerkstd()Z" -0.991217027307692
"3998" 17 "STANDING" "tBodyAccMagmean()" -0.977635981410256
"3999" 17 "STANDING" "tBodyAccMagstd()" -0.975377309871795
"4000" 17 "STANDING" "tBodyAccmean()X" 0.277942503333333
"4001" 17 "STANDING" "tBodyAccmean()Y" -0.0174120064169231
"4002" 17 "STANDING" "tBodyAccmean()Z" -0.111432145565
"4003" 17 "STANDING" "tBodyAccstd()X" -0.991163919871795
"4004" 17 "STANDING" "tBodyAccstd()Y" -0.968176663717949
"4005" 17 "STANDING" "tBodyAccstd()Z" -0.970462679230769
"4006" 17 "STANDING" "tBodyGyroJerkMagmean()" -0.993672973717949
"4007" 17 "STANDING" "tBodyGyroJerkMagstd()" -0.992372117307692
"4008" 17 "STANDING" "tBodyGyroJerkmean()X" -0.101289168653846
"4009" 17 "STANDING" "tBodyGyroJerkmean()Y" -0.0404518753974359
"4010" 17 "STANDING" "tBodyGyroJerkmean()Z" -0.0546331330897436
"4011" 17 "STANDING" "tBodyGyroJerkstd()X" -0.989257196282051
"4012" 17 "STANDING" "tBodyGyroJerkstd()Y" -0.993699908589744
"4013" 17 "STANDING" "tBodyGyroJerkstd()Z" -0.992327099487179
"4014" 17 "STANDING" "tBodyGyroMagmean()" -0.978184576538462
"4015" 17 "STANDING" "tBodyGyroMagstd()" -0.977680837435897
"4016" 17 "STANDING" "tBodyGyromean()X" -0.0269576937130769
"4017" 17 "STANDING" "tBodyGyromean()Y" -0.0770632126371795
"4018" 17 "STANDING" "tBodyGyromean()Z" 0.0880561869358974
"4019" 17 "STANDING" "tBodyGyrostd()X" -0.981373082948718
"4020" 17 "STANDING" "tBodyGyrostd()Y" -0.985121164615385
"4021" 17 "STANDING" "tBodyGyrostd()Z" -0.985538363333333
"4022" 17 "STANDING" "tGravityAccMagmean()" -0.977635981410256
"4023" 17 "STANDING" "tGravityAccMagstd()" -0.975377309871795
"4024" 17 "STANDING" "tGravityAccmean()X" 0.904678547435897
"4025" 17 "STANDING" "tGravityAccmean()Y" -0.257486817948718
"4026" 17 "STANDING" "tGravityAccmean()Z" -0.202687757012821
"4027" 17 "STANDING" "tGravityAccstd()X" -0.985751365769231
"4028" 17 "STANDING" "tGravityAccstd()Y" -0.975810476025641
"4029" 17 "STANDING" "tGravityAccstd()Z" -0.969171762179487
"4030" 17 "WALKING" "fBodyAccJerkmean()X" -0.423446094590164
"4031" 17 "WALKING" "fBodyAccJerkmean()Y" -0.194232721737705
"4032" 17 "WALKING" "fBodyAccJerkmean()Z" -0.523427055737705
"4033" 17 "WALKING" "fBodyAccJerkmeanFreq()X" -0.43680842295082
"4034" 17 "WALKING" "fBodyAccJerkmeanFreq()Y" -0.40049341595082
"4035" 17 "WALKING" "fBodyAccJerkmeanFreq()Z" -0.446731876721311
"4036" 17 "WALKING" "fBodyAccJerkstd()X" -0.343866129016393
"4037" 17 "WALKING" "fBodyAccJerkstd()Y" -0.0470379377672131
"4038" 17 "WALKING" "fBodyAccJerkstd()Z" -0.543872996229508
"4039" 17 "WALKING" "fBodyAccMagmean()" -0.429380043442623
"4040" 17 "WALKING" "fBodyAccMagmeanFreq()" 0.174349227754098
"4041" 17 "WALKING" "fBodyAccMagstd()" -0.565162507704918
"4042" 17 "WALKING" "fBodyAccmean()X" -0.360991674918033
"4043" 17 "WALKING" "fBodyAccmean()Y" -0.0650267622126229
"4044" 17 "WALKING" "fBodyAccmean()Z" -0.382832802295082
"4045" 17 "WALKING" "fBodyAccmeanFreq()X" -0.414940955557377
"4046" 17 "WALKING" "fBodyAccmeanFreq()Y" 0.00857138068540984
"4047" 17 "WALKING" "fBodyAccmeanFreq()Z" -0.0933328732232787
"4048" 17 "WALKING" "fBodyAccstd()X" -0.304806274098361
"4049" 17 "WALKING" "fBodyAccstd()Y" -0.0556137930852459
"4050" 17 "WALKING" "fBodyAccstd()Z" -0.262391594918033
"4051" 17 "WALKING" "fBodyBodyAccJerkMagmean()" -0.335938891803279
"4052" 17 "WALKING" "fBodyBodyAccJerkMagmeanFreq()" 0.0274103270236066
"4053" 17 "WALKING" "fBodyBodyAccJerkMagstd()" -0.211231860180328
"4054" 17 "WALKING" "fBodyBodyGyroJerkMagmean()" -0.582711859672131
"4055" 17 "WALKING" "fBodyBodyGyroJerkMagmeanFreq()" 0.152044228696721
"4056" 17 "WALKING" "fBodyBodyGyroJerkMagstd()" -0.520385479180328
"4057" 17 "WALKING" "fBodyBodyGyroMagmean()" -0.518618058688525
"4058" 17 "WALKING" "fBodyBodyGyroMagmeanFreq()" 0.351564688770492
"4059" 17 "WALKING" "fBodyBodyGyroMagstd()" -0.615320077704918
"4060" 17 "WALKING" "fBodyGyromean()X" -0.40771670852459
"4061" 17 "WALKING" "fBodyGyromean()Y" -0.490166286557377
"4062" 17 "WALKING" "fBodyGyromean()Z" -0.398809217540984
"4063" 17 "WALKING" "fBodyGyromeanFreq()X" -0.102582658990164
"4064" 17 "WALKING" "fBodyGyromeanFreq()Y" -0.0761681172065574
"4065" 17 "WALKING" "fBodyGyromeanFreq()Z" -0.163270727868852
"4066" 17 "WALKING" "fBodyGyrostd()X" -0.504849290819672
"4067" 17 "WALKING" "fBodyGyrostd()Y" -0.439238787704918
"4068" 17 "WALKING" "fBodyGyrostd()Z" -0.438768699508197
"4069" 17 "WALKING" "tBodyAccJerkMagmean()" -0.301093269180328
"4070" 17 "WALKING" "tBodyAccJerkMagstd()" -0.275672786229508
"4071" 17 "WALKING" "tBodyAccJerkmean()X" 0.0773188580032787
"4072" 17 "WALKING" "tBodyAccJerkmean()Y" 0.0130098548360656
"4073" 17 "WALKING" "tBodyAccJerkmean()Z" 0.0243753334442623
"4074" 17 "WALKING" "tBodyAccJerkstd()X" -0.355492635409836
"4075" 17 "WALKING" "tBodyAccJerkstd()Y" -0.0935385034
"4076" 17 "WALKING" "tBodyAccJerkstd()Z" -0.534303311639344
"4077" 17 "WALKING" "tBodyAccMagmean()" -0.151151487704918
"4078" 17 "WALKING" "tBodyAccMagstd()" -0.461837866885246
"4079" 17 "WALKING" "tBodyAccmean()X" 0.272341855245902
"4080" 17 "WALKING" "tBodyAccmean()Y" -0.0184875403339344
"4081" 17 "WALKING" "tBodyAccmean()Z" -0.109792122032787
"4082" 17 "WALKING" "tBodyAccstd()X" -0.31950017295082
"4083" 17 "WALKING" "tBodyAccstd()Y" -0.0175797885542623
"4084" 17 "WALKING" "tBodyAccstd()Z" -0.265824489180328
"4085" 17 "WALKING" "tBodyGyroJerkMagmean()" -0.517167440655738
"4086" 17 "WALKING" "tBodyGyroJerkMagstd()" -0.53970849147541
"4087" 17 "WALKING" "tBodyGyroJerkmean()X" -0.109959237927869
"4088" 17 "WALKING" "tBodyGyroJerkmean()Y" -0.0379251328622951
"4089" 17 "WALKING" "tBodyGyroJerkmean()Z" -0.0513807166754098
"4090" 17 "WALKING" "tBodyGyroJerkstd()X" -0.431296148196721
"4091" 17 "WALKING" "tBodyGyroJerkstd()Y" -0.560203489016393
"4092" 17 "WALKING" "tBodyGyroJerkstd()Z" -0.524422887377049
"4093" 17 "WALKING" "tBodyGyroMagmean()" -0.335009836885246
"4094" 17 "WALKING" "tBodyGyroMagstd()" -0.522494763606557
"4095" 17 "WALKING" "tBodyGyromean()X" -0.00922265519180328
"4096" 17 "WALKING" "tBodyGyromean()Y" -0.0839773343770492
"4097" 17 "WALKING" "tBodyGyromean()Z" 0.0757132656704918
"4098" 17 "WALKING" "tBodyGyrostd()X" -0.47981351295082
"4099" 17 "WALKING" "tBodyGyrostd()Y" -0.454932903934426
"4100" 17 "WALKING" "tBodyGyrostd()Z" -0.386044435409836
"4101" 17 "WALKING" "tGravityAccMagmean()" -0.151151487704918
"4102" 17 "WALKING" "tGravityAccMagstd()" -0.461837866885246
"4103" 17 "WALKING" "tGravityAccmean()X" 0.92811236852459
"4104" 17 "WALKING" "tGravityAccmean()Y" -0.179927382704918
"4105" 17 "WALKING" "tGravityAccmean()Z" -0.190265949622951
"4106" 17 "WALKING" "tGravityAccstd()X" -0.980983351639344
"4107" 17 "WALKING" "tGravityAccstd()Y" -0.968613202622951
"4108" 17 "WALKING" "tGravityAccstd()Z" -0.956903248196721
"4109" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmean()X" -0.215092049054348
"4110" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmean()Y" -0.351268404347826
"4111" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmean()Z" -0.498668458043478
"4112" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreq()X" -0.508557029565217
"4113" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreq()Y" -0.559085845869565
"4114" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreq()Z" -0.452939005217391
"4115" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkstd()X" -0.0718767032673913
"4116" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkstd()Y" -0.298931144913043
"4117" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerkstd()Z" -0.573043711086957
"4118" 17 "WALKING_DOWNSTAIRS" "fBodyAccMagmean()" 0.0580680522108696
"4119" 17 "WALKING_DOWNSTAIRS" "fBodyAccMagmeanFreq()" -0.0553633752984783
"4120" 17 "WALKING_DOWNSTAIRS" "fBodyAccMagstd()" -0.0618876767130435
"4121" 17 "WALKING_DOWNSTAIRS" "fBodyAccmean()X" -0.0226239171245652
"4122" 17 "WALKING_DOWNSTAIRS" "fBodyAccmean()Y" -0.130272514565217
"4123" 17 "WALKING_DOWNSTAIRS" "fBodyAccmean()Z" -0.3180818605
"4124" 17 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreq()X" -0.514562240434783
"4125" 17 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreq()Y" -0.155801013828261
